course_id,course_code,course_name,category,programme,year,semester,batch,credits,course_type,theory_hours,lab_hours,tutorial_hours,total_weekly_hours,faculty_assigned,enrollment,prerequisite,co_requisite,assessment_pattern
146,UGSK36CSVB1,Communication Skills V,Skill-Based,FYUP,3,6,Batch-1,2,Practical,1,0,1,2,Prof. Naveen Joshi,30,Basic Communication,,Practical (60%) + Theory (40%)
147,UGAE36DLB1,Digital Literacy,AEC,FYUP,3,6,Batch-1,3,Theory,3,0,1,4,Prof. Sanjay Joshi,25,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
148,UGAE36CSBB1,Cyber Security Basics II,AEC,FYUP,3,6,Batch-1,2,Theory,2,0,0,2,Dr. Bharti Sharma,24,,,Practical (60%) + Theory (40%)
149,UGAE36DLIB1,Digital Literacy III,AEC,FYUP,3,6,Batch-1,2,Theory,2,0,0,2,Dr. Sarita Singh,27,,,Practical (60%) + Theory (40%)
150,UGAE36RLIB1,Regional Language IV,AEC,FYUP,3,6,Batch-1,3,Theory,3,0,1,4,Prof. Bhushan Patel,28,Basic Regional,,Mid-term (30%) + End-term (50%) + Assignment (20%)
151,UGAE36RLVB1,Regional Language V,AEC,FYUP,3,6,Batch-1,2,Theory,2,0,0,2,Prof. Vikas Yadav,26,,,Practical (60%) + Theory (40%)
152,UGVA36IPAB1,Indian Philosophy and Traditions,VAC,FYUP,3,6,Batch-1,1,Theory,1,0,0,1,Prof. Ramesh Verma,26,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
153,UGVA36YAMB1,Yoga and Meditation II,VAC,FYUP,3,6,Batch-1,2,Theory,2,0,0,2,Dr. Neha Bansal,27,,,Project (50%) + Presentation (30%) + Viva (20%)
154,UGVA36OFIB1,Organic Farming III,VAC,FYUP,3,6,Batch-1,1,Theory,1,0,0,1,Dr. Nirmala Devi,30,Basic Organic,,Continuous Assessment (40%) + End-term (60%)
155,UGVA36HVIB1,Human Values IV,VAC,FYUP,3,6,Batch-1,1,Theory,1,0,0,1,Dr. Shweta Saxena,31,Basic Human,,Continuous Assessment (40%) + End-term (60%)
156,UGVA36WMVB1,Waste Management V,VAC,FYUP,3,6,Batch-1,1,Theory,1,0,0,1,Prof. Brijesh Tiwari,29,,,Practical (60%) + Theory (40%)
157,UGMA47SCMB1,Supply Chain Management,Major,FYUP,4,7,Batch-1,3,Theory,3,0,1,4,Prof. Anil Patel,64,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
158,UGMA47TSIB1,Theatre Studies II,Major,FYUP,4,7,Batch-1,5,Theory,5,0,1,6,Dr. Kavita Bhatt,75,Basic Theatre,,Project (50%) + Presentation (30%) + Viva (20%)
159,UGMA47MIB1,Music III,Major,FYUP,4,7,Batch-1,3,Theory,3,0,1,4,Dr. Kalpana Verma,70,,,Continuous Assessment (40%) + End-term (60%)
160,UGMA47IPIB1,Indian Philosophy IV,Major,FYUP,4,7,Batch-1,4,Theory,4,0,1,5,Prof. Arun Kumar,64,,,Practical (60%) + Theory (40%)
161,UGMA47AVB1,Accounting V,Major,FYUP,4,7,Batch-1,5,Theory,5,0,1,6,Dr. Shruti Iyer,74,Basic Accounting,,Project (50%) + Presentation (30%) + Viva (20%)
162,UGMA47MLIB1,Machine Learning I,Major,FYUP,4,7,Batch-1,4,Theory,4,0,1,5,Dr. Vidya Sagar,75,,,Project (50%) + Presentation (30%) + Viva (20%)
163,UGMI47CRB1,Conflict Resolution,Minor,FYUP,4,7,Batch-1,4,Theory,4,0,1,5,Prof. Manoj Shukla,45,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
164,UGMI47CSIB1,Cognitive Science II,Minor,FYUP,4,7,Batch-1,3,Theory,3,0,1,4,Dr. Pooja Agarwal,43,,,Continuous Assessment (40%) + End-term (60%)
165,UGMI47MSIB1,Media Studies III,Minor,FYUP,4,7,Batch-1,3,Theory,3,0,1,4,Prof. Pankaj Verma,40,,,Continuous Assessment (40%) + End-term (60%)
166,UGMI47IRIB1,International Relations IV,Minor,FYUP,4,7,Batch-1,4,Theory,4,0,1,5,Prof. Anuj Kumar,42,,,Continuous Assessment (40%) + End-term (60%)
167,UGMI47ISVB1,Information Science V,Minor,FYUP,4,7,Batch-1,3,Theory,3,0,1,4,Prof. Arun Kumar,39,,,Practical (60%) + Theory (40%)
168,UGSK47DMB1,Digital Marketing,Skill-Based,FYUP,4,7,Batch-1,2,Practical,1,0,1,2,Prof. Prakash Verma,26,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
169,UGSK47EIIB1,Emotional Intelligence II,Skill-Based,FYUP,4,7,Batch-1,2,Practical,1,0,1,2,Prof. Priyanka Sharma,28,,,Practical (60%) + Theory (40%)
170,UGSK47TMIB1,Time Management III,Skill-Based,FYUP,4,7,Batch-1,3,Practical,2,0,1,3,Prof. Bhushan Patel,30,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
171,UGSK47SLIB1,Sign Language IV,Skill-Based,FYUP,4,7,Batch-1,3,Practical,2,0,1,3,Dr. Kavya Reddy,29,,,Continuous Assessment (40%) + End-term (60%)
172,UGSK47DMVB1,Digital Marketing V,Skill-Based,FYUP,4,7,Batch-1,3,Practical,2,0,1,3,Prof. Sumit Agarwal,30,Basic Digital,,Mid-term (30%) + End-term (50%) + Assignment (20%)
173,UGAE47DLB1,Digital Literacy,AEC,FYUP,4,7,Batch-1,2,Theory,2,0,0,2,Prof. Sanjay Joshi,25,Basic Digital,,Mid-term (30%) + End-term (50%) + Assignment (20%)
174,UGAE47ESIB1,Environmental Studies II,AEC,FYUP,4,7,Batch-1,2,Theory,2,0,0,2,Dr. Swati Kapoor,26,Basic Environmental,,Project (50%) + Presentation (30%) + Viva (20%)
175,UGAE47AIIB1,Academic Integrity III,AEC,FYUP,4,7,Batch-1,3,Theory,3,0,1,4,Prof. Vinod Sharma,27,,,Practical (60%) + Theory (40%)
176,UGAE47IAWB1,Internet and Web Technologies IV,AEC,FYUP,4,7,Batch-1,3,Theory,3,0,1,4,Dr. Pooja Agarwal,26,,,Practical (60%) + Theory (40%)
177,UGAE47CSBB1,Cyber Security Basics V,AEC,FYUP,4,7,Batch-1,2,Theory,2,0,0,2,Dr. Sadhna Mishra,23,,,Project (50%) + Presentation (30%) + Viva (20%)
178,UGVA47YAMB1,Yoga and Meditation,VAC,FYUP,4,7,Batch-1,2,Theory,2,0,0,2,Dr. Nisha Verma,24,,,Practical (60%) + Theory (40%)
179,UGVA47IKSB1,Indian Knowledge Systems II,VAC,FYUP,4,7,Batch-1,1,Theory,1,0,0,1,Prof. Vikram Patel,22,,,Continuous Assessment (40%) + End-term (60%)
180,UGVA47CVIB1,Constitutional Values III,VAC,FYUP,4,7,Batch-1,1,Theory,1,0,0,1,Prof. Suresh Pandey,28,,,Continuous Assessment (40%) + End-term (60%)
181,UGVA47CDIB1,Community Development IV,VAC,FYUP,4,7,Batch-1,2,Theory,2,0,0,2,Prof. Santosh Kumar,29,,,Project (50%) + Presentation (30%) + Viva (20%)
182,UGVA47CVVB1,Constitutional Values V,VAC,FYUP,4,7,Batch-1,1,Theory,1,0,0,1,Dr. Ravi Agarwal,24,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
183,UGMA48PB1,Physics,Major,FYUP,4,8,Batch-1,4,Theory,4,0,1,5,Dr. Sudha Rani,73,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
184,UGMA48BIB1,Botany II,Major,FYUP,4,8,Batch-1,3,Theory,3,0,1,4,Dr. Divya Menon,68,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
185,UGMA48MHIB1,Medieval History III,Major,FYUP,4,8,Batch-1,4,Theory,4,0,1,5,Prof. Pramod Mishra,69,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
186,UGMA48CAIB1,Cost Accounting IV,Major,FYUP,4,8,Batch-1,5,Theory,5,0,1,6,Prof. Arjun Nair,56,Basic Cost,,Practical (60%) + Theory (40%)
187,UGMA48LVB1,Logic V,Major,FYUP,4,8,Batch-1,3,Theory,3,0,1,4,Prof. Praveen Kumar,69,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
188,UGMA48HRMB1,Human Resource Management I,Major,FYUP,4,8,Batch-1,3,Theory,3,0,1,4,Dr. Anita Kulkarni,59,,,Project (50%) + Presentation (30%) + Viva (20%)
189,UGMI48GTB1,Game Theory,Minor,FYUP,4,8,Batch-1,4,Theory,4,0,1,5,Prof. Arun Kumar,41,Basic Game,,Mid-term (30%) + End-term (50%) + Assignment (20%)
190,UGMI48TSIB1,Translation Studies II,Minor,FYUP,4,8,Batch-1,4,Theory,4,0,1,5,Prof. Ravi Krishnan,45,,,Practical (60%) + Theory (40%)
191,UGMI48SDIB1,Sustainable Development III,Minor,FYUP,4,8,Batch-1,2,Theory,2,0,0,2,Prof. Manoj Verma,39,Basic Sustainable,,Practical (60%) + Theory (40%)
192,UGMI48ORIB1,Operations Research IV,Minor,FYUP,4,8,Batch-1,4,Theory,4,0,1,5,Dr. Seema Chandra,39,Basic Operations,,Project (50%) + Presentation (30%) + Viva (20%)
193,UGMI48CRVB1,Conflict Resolution V,Minor,FYUP,4,8,Batch-1,3,Theory,3,0,1,4,Prof. Ashish Yadav,35,Basic Conflict,,Mid-term (30%) + End-term (50%) + Assignment (20%)
194,UGSK48WDB1,Web Development,Skill-Based,FYUP,4,8,Batch-1,2,Practical,1,0,1,2,Prof. Ashok Yadav,27,,,Project (50%) + Presentation (30%) + Viva (20%)
195,UGSK48VPIB1,Video Production II,Skill-Based,FYUP,4,8,Batch-1,2,Practical,1,0,1,2,Dr. Ritu Singh,23,Basic Video,,Project (50%) + Presentation (30%) + Viva (20%)
196,UGSK48PSIB1,Presentation Skills III,Skill-Based,FYUP,4,8,Batch-1,2,Practical,1,0,1,2,Prof. Vikas Yadav,29,,,Project (50%) + Presentation (30%) + Viva (20%)
197,UGSK48MADB1,Mobile App Development IV,Skill-Based,FYUP,4,8,Batch-1,2,Practical,1,0,1,2,Prof. Vinod Sharma,28,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
198,UGSK48IACB1,Innovation and Creativity V,Skill-Based,FYUP,4,8,Batch-1,3,Practical,2,0,1,3,Prof. Ravi Krishnan,25,,,Practical (60%) + Theory (40%)
199,UGAE48AIB1,Academic Integrity,AEC,FYUP,4,8,Batch-1,2,Theory,2,0,0,2,Dr. Kiran Singh,22,,,Project (50%) + Presentation (30%) + Viva (20%)
200,UGAE48STIB1,Scientific Temper II,AEC,FYUP,4,8,Batch-1,3,Theory,3,0,1,4,Prof. Rakesh Tiwari,22,,,Continuous Assessment (40%) + End-term (60%)
201,UGAE48CFIB1,Computer Fundamentals III,AEC,FYUP,4,8,Batch-1,2,Lab,1,2,0,3,Dr. Pallavi Dixit,30,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
202,UGAE48REIB1,Research Ethics IV,AEC,FYUP,4,8,Batch-1,2,Theory,2,0,0,2,Dr. Sunanda Jain,27,Basic Research,,Project (50%) + Presentation (30%) + Viva (20%)
203,UGAE48ILVB1,Information Literacy V,AEC,FYUP,4,8,Batch-1,3,Theory,3,0,1,4,Prof. Mahesh Singh,26,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
204,UGVA48CVB1,Constitutional Values,VAC,FYUP,4,8,Batch-1,1,Theory,1,0,0,1,Dr. Shruti Iyer,22,,,Practical (60%) + Theory (40%)
205,UGVA48OFIB1,Organic Farming II,VAC,FYUP,4,8,Batch-1,2,Theory,2,0,0,2,Prof. Ramesh Verma,27,,,Continuous Assessment (40%) + End-term (60%)
206,UGVA48REIB1,Renewable Energy III,VAC,FYUP,4,8,Batch-1,1,Theory,1,0,0,1,Dr. Suman Devi,27,,,Project (50%) + Presentation (30%) + Viva (20%)
207,UGVA48WMIB1,Waste Management IV,VAC,FYUP,4,8,Batch-1,2,Theory,2,0,0,2,Prof. Rohit Mehta,24,Basic Waste,,Mid-term (30%) + End-term (50%) + Assignment (20%)
208,UGVA48EAMB1,Ethics and Moral Values V,VAC,FYUP,4,8,Batch-1,1,Theory,1,0,0,1,Prof. Sumit Agarwal,24,,,Project (50%) + Presentation (30%) + Viva (20%)
209,UGMA11BB2,Banking,Major,FYUP,1,1,Batch-2,3,Theory,3,0,1,4,Prof. Rajesh Kumar,85,Basic Banking,,Continuous Assessment (40%) + End-term (60%)
210,UGMA11EIB2,Ecology II,Major,FYUP,1,1,Batch-2,5,Theory,5,0,1,6,Dr. Lakshmi Narayan,86,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
211,UGMA11CLIB2,Comparative Literature III,Major,FYUP,1,1,Batch-2,3,Theory,3,0,1,4,Prof. Ajit Gupta,70,Basic Comparative,,Mid-term (30%) + End-term (50%) + Assignment (20%)
212,UGMA11OMIB2,Operations Management IV,Major,FYUP,1,1,Batch-2,4,Theory,4,0,1,5,Prof. Nitin Agarwal,90,Basic Operations,,Project (50%) + Presentation (30%) + Viva (20%)
213,UGMA11EPAB2,Educational Planning and Management V,Major,FYUP,1,1,Batch-2,3,Theory,3,0,1,4,Prof. Pankaj Verma,75,Basic Educational,,Project (50%) + Presentation (30%) + Viva (20%)
214,UGMA11GACB2,Guidance and Counselling I,Major,FYUP,1,1,Batch-2,3,Theory,3,0,1,4,Dr. Nirmala Devi,83,Basic Guidance,,Mid-term (30%) + End-term (50%) + Assignment (20%)
215,UGMI11GTB2,Game Theory,Minor,FYUP,1,1,Batch-2,3,Theory,3,0,1,4,Dr. Bindu Agrawal,46,,,Continuous Assessment (40%) + End-term (60%)
216,UGMI11MSIB2,Media Studies II,Minor,FYUP,1,1,Batch-2,4,Theory,4,0,1,5,Prof. Ravi Krishnan,51,,,Project (50%) + Presentation (30%) + Viva (20%)
217,UGMI11BEIB2,Behavioral Economics III,Minor,FYUP,1,1,Batch-2,4,Theory,4,0,1,5,Prof. Santosh Kumar,46,,,Continuous Assessment (40%) + End-term (60%)
218,UGMI11ISIB2,Information Science IV,Minor,FYUP,1,1,Batch-2,2,Theory,2,0,0,2,Dr. Aditi Saxena,53,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
219,UGMI11CVB2,Criminology V,Minor,FYUP,1,1,Batch-2,4,Theory,4,0,1,5,Dr. Sudha Singh,50,Basic Criminology,,Project (50%) + Presentation (30%) + Viva (20%)
220,UGSK11CTB2,Critical Thinking,Skill-Based,FYUP,1,1,Batch-2,2,Practical,1,0,1,2,Dr. Manju Agarwal,28,Basic Critical,,Practical (60%) + Theory (40%)
221,UGSK11TACB2,Teamwork and Collaboration II,Skill-Based,FYUP,1,1,Batch-2,3,Practical,2,0,1,3,Dr. Neha Bansal,32,,,Project (50%) + Presentation (30%) + Viva (20%)
222,UGSK11AWIB2,Academic Writing III,Skill-Based,FYUP,1,1,Batch-2,3,Practical,2,0,1,3,Prof. Sanjay Joshi,28,,,Project (50%) + Presentation (30%) + Viva (20%)
223,UGSK11DMIB2,Digital Marketing IV,Skill-Based,FYUP,1,1,Batch-2,2,Practical,1,0,1,2,Dr. Kalpana Verma,33,,,Practical (60%) + Theory (40%)
224,UGSK11FL(B2,Foreign Language (Spanish) V,Skill-Based,FYUP,1,1,Batch-2,3,Practical,2,0,1,3,Prof. Mukesh Agarwal,34,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
225,UGAE11CSBB2,Cyber Security Basics,AEC,FYUP,1,1,Batch-2,2,Theory,2,0,0,2,Prof. Sachin Patel,28,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
226,UGAE11LSIB2,Life Skills II,AEC,FYUP,1,1,Batch-2,3,Theory,3,0,1,4,Dr. Manju Agarwal,34,,,Project (50%) + Presentation (30%) + Viva (20%)
227,UGAE11ASIB2,Analytical Skills III,AEC,FYUP,1,1,Batch-2,3,Theory,3,0,1,4,Prof. Rohit Singh,33,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
228,UGAE11LRIB2,Logical Reasoning IV,AEC,FYUP,1,1,Batch-2,2,Theory,2,0,0,2,Dr. Ritu Singh,29,Basic Logical,,Project (50%) + Presentation (30%) + Viva (20%)
229,UGAE11MTVB2,Mathematical Thinking V,AEC,FYUP,1,1,Batch-2,2,Theory,2,0,0,2,Prof. Dinesh Kumar,28,,,Project (50%) + Presentation (30%) + Viva (20%)
230,UGVA11TAAB2,Traditional Arts and Crafts,VAC,FYUP,1,1,Batch-2,2,Theory,2,0,0,2,Prof. Ajay Dubey,35,,,Project (50%) + Presentation (30%) + Viva (20%)
231,UGVA11CAIB2,Climate Action II,VAC,FYUP,1,1,Batch-2,2,Theory,2,0,0,2,Dr. Ritu Singh,29,,,Practical (60%) + Theory (40%)
232,UGVA11REIB2,Renewable Energy III,VAC,FYUP,1,1,Batch-2,2,Theory,2,0,0,2,Dr. Meera Gupta,32,,,Continuous Assessment (40%) + End-term (60%)
233,UGVA11SSAB2,Social Service and Outreach IV,VAC,FYUP,1,1,Batch-2,2,Theory,2,0,0,2,Dr. Lata Sharma,30,,,Continuous Assessment (40%) + End-term (60%)
234,UGVA11CVVB2,Constitutional Values V,VAC,FYUP,1,1,Batch-2,1,Theory,1,0,0,1,Prof. Arun Kumar,29,,,Project (50%) + Presentation (30%) + Viva (20%)
235,UGMA12MLB2,Machine Learning,Major,FYUP,1,2,Batch-2,4,Theory,4,0,1,5,Prof. Vinod Sharma,75,,,Continuous Assessment (40%) + End-term (60%)
236,UGMA12PSIB2,Political Science II,Major,FYUP,1,2,Batch-2,4,Theory,4,0,1,5,Prof. Anuj Kumar,77,Basic Political,,Project (50%) + Presentation (30%) + Viva (20%)
237,UGMA12GIB2,Geography III,Major,FYUP,1,2,Batch-2,5,Theory,5,0,1,6,Prof. Harish Chandra,79,Basic Geography,,Continuous Assessment (40%) + End-term (60%)
238,UGMA12SCMB2,Supply Chain Management IV,Major,FYUP,1,2,Batch-2,5,Theory,5,0,1,6,Dr. Manju Agarwal,84,,,Practical (60%) + Theory (40%)
239,UGMA12AVB2,Anthropology V,Major,FYUP,1,2,Batch-2,3,Theory,3,0,1,4,Prof. Manoj Shukla,78,,,Practical (60%) + Theory (40%)
240,UGMA12BEIB2,Business Ethics I,Major,FYUP,1,2,Batch-2,3,Theory,3,0,1,4,Prof. Sunil Bhatt,79,,,Continuous Assessment (40%) + End-term (60%)
241,UGMI12ISB2,Information Science,Minor,FYUP,1,2,Batch-2,3,Theory,3,0,1,4,Prof. Santosh Kumar,49,,,Continuous Assessment (40%) + End-term (60%)
242,UGMI12CRIB2,Comparative Religion II,Minor,FYUP,1,2,Batch-2,3,Theory,3,0,1,4,Prof. Rakesh Tiwari,42,Basic Comparative,,Mid-term (30%) + End-term (50%) + Assignment (20%)
243,UGMI12GTIB2,Game Theory III,Minor,FYUP,1,2,Batch-2,4,Theory,4,0,1,5,Prof. Ashish Yadav,46,Basic Game,,Mid-term (30%) + End-term (50%) + Assignment (20%)
244,UGMI12BEIB2,Behavioral Economics IV,Minor,FYUP,1,2,Batch-2,2,Theory,2,0,0,2,Prof. Arjun Nair,48,,,Project (50%) + Presentation (30%) + Viva (20%)
245,UGMI12TSVB2,Translation Studies V,Minor,FYUP,1,2,Batch-2,2,Theory,2,0,0,2,Prof. Manoj Shukla,42,,,Practical (60%) + Theory (40%)
246,UGSK12VPB2,Video Production,Skill-Based,FYUP,1,2,Batch-2,3,Practical,2,0,1,3,Dr. Pushpa Jain,35,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
247,UGSK12DAIB2,Data Analytics II,Skill-Based,FYUP,1,2,Batch-2,3,Practical,2,0,1,3,Prof. Mukesh Yadav,29,Basic Data,,Mid-term (30%) + End-term (50%) + Assignment (20%)
248,UGSK12LSIB2,Leadership Skills III,Skill-Based,FYUP,1,2,Batch-2,2,Practical,1,0,1,2,Prof. Sumit Agarwal,29,,,Continuous Assessment (40%) + End-term (60%)
249,UGSK12CSIB2,Communication Skills IV,Skill-Based,FYUP,1,2,Batch-2,3,Practical,2,0,1,3,Dr. Anita Kulkarni,29,Basic Communication,,Mid-term (30%) + End-term (50%) + Assignment (20%)
250,UGSK12SMMB2,Social Media Management V,Skill-Based,FYUP,1,2,Batch-2,2,Practical,1,0,1,2,Dr. Pallavi Dixit,31,Basic Social,,Mid-term (30%) + End-term (50%) + Assignment (20%)
251,UGAE12ASB2,Analytical Skills,AEC,FYUP,1,2,Batch-2,2,Theory,2,0,0,2,Dr. Nita Joshi,30,,,Project (50%) + Presentation (30%) + Viva (20%)
252,UGAE12RLIB2,Regional Language II,AEC,FYUP,1,2,Batch-2,2,Theory,2,0,0,2,Prof. Rohit Singh,34,,,Practical (60%) + Theory (40%)
253,UGAE12ASIB2,Analytical Skills III,AEC,FYUP,1,2,Batch-2,3,Theory,3,0,1,4,Dr. Meera Gupta,32,,,Project (50%) + Presentation (30%) + Viva (20%)
254,UGAE12LSIB2,Life Skills IV,AEC,FYUP,1,2,Batch-2,2,Theory,2,0,0,2,Prof. Dinesh Kumar,29,,,Project (50%) + Presentation (30%) + Viva (20%)
255,UGAE12AIVB2,Academic Integrity V,AEC,FYUP,1,2,Batch-2,3,Theory,3,0,1,4,Dr. Aditi Saxena,33,Basic Academic,,Continuous Assessment (40%) + End-term (60%)
256,UGVA12CVB2,Constitutional Values,VAC,FYUP,1,2,Batch-2,1,Theory,1,0,0,1,Prof. Sanjay Kumar,28,,,Continuous Assessment (40%) + End-term (60%)
257,UGVA12YAMB2,Yoga and Meditation II,VAC,FYUP,1,2,Batch-2,1,Theory,1,0,0,1,Dr. Deepika Rao,32,,,Practical (60%) + Theory (40%)
258,UGVA12CAIB2,Climate Action III,VAC,FYUP,1,2,Batch-2,2,Theory,2,0,0,2,Dr. Ravi Agarwal,28,,,Project (50%) + Presentation (30%) + Viva (20%)
259,UGVA12AAWB2,Ayurveda and Wellness IV,VAC,FYUP,1,2,Batch-2,1,Theory,1,0,0,1,Dr. Ritu Singh,31,,,Project (50%) + Presentation (30%) + Viva (20%)
260,UGVA12OFVB2,Organic Farming V,VAC,FYUP,1,2,Batch-2,2,Theory,2,0,0,2,Dr. Manju Agarwal,32,,,Continuous Assessment (40%) + End-term (60%)
261,UGMA23AB2,Aesthetics,Major,FYUP,2,3,Batch-2,4,Theory,4,0,1,5,Dr. Rekha Singh,81,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
262,UGMA23PIB2,Philosophy II,Major,FYUP,2,3,Batch-2,4,Theory,4,0,1,5,Dr. Usha Rani,82,,,Project (50%) + Presentation (30%) + Viva (20%)
263,UGMA23CAPB2,Curriculum and Pedagogy III,Major,FYUP,2,3,Batch-2,4,Theory,4,0,1,5,Prof. Arun Kumar,74,Basic Curriculum,,Practical (60%) + Theory (40%)
264,UGMA23ICIB2,Inorganic Chemistry IV,Major,FYUP,2,3,Batch-2,4,Theory,4,0,1,5,Prof. Rakesh Tiwari,79,,,Project (50%) + Presentation (30%) + Viva (20%)
265,UGMA23AHVB2,Art History V,Major,FYUP,2,3,Batch-2,5,Theory,5,0,1,6,Dr. Neha Bansal,67,Basic Art,,Project (50%) + Presentation (30%) + Viva (20%)
266,UGMA23PIB2,Physics I,Major,FYUP,2,3,Batch-2,3,Theory,3,0,1,4,Dr. Manju Agarwal,66,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
267,UGMI23LSB2,Library Science,Minor,FYUP,2,3,Batch-2,4,Theory,4,0,1,5,Prof. Anuj Kumar,45,Basic Library,,Mid-term (30%) + End-term (50%) + Assignment (20%)
268,UGMI23DSIB2,Disability Studies II,Minor,FYUP,2,3,Batch-2,2,Theory,2,0,0,2,Prof. Lalit Singh,45,,,Practical (60%) + Theory (40%)
269,UGMI23ASIB2,Area Studies III,Minor,FYUP,2,3,Batch-2,2,Theory,2,0,0,2,Prof. Manoj Shukla,48,,,Practical (60%) + Theory (40%)
270,UGMI23NIB2,Neuroscience IV,Minor,FYUP,2,3,Batch-2,4,Theory,4,0,1,5,Prof. Raman Patel,43,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
271,UGMI23DSVB2,Development Studies V,Minor,FYUP,2,3,Batch-2,2,Theory,2,0,0,2,Prof. Mohan Gupta,48,Basic Development,,Mid-term (30%) + End-term (50%) + Assignment (20%)
272,UGSK23FLB2,Financial Literacy,Skill-Based,FYUP,2,3,Batch-2,3,Practical,2,0,1,3,Dr. Pushpa Jain,28,,,Practical (60%) + Theory (40%)
273,UGSK23FL(B2,Foreign Language (Spanish) II,Skill-Based,FYUP,2,3,Batch-2,2,Practical,1,0,1,2,Dr. Swati Kapoor,26,Basic Foreign,,Continuous Assessment (40%) + End-term (60%)
274,UGSK23RMIB2,Research Methods III,Skill-Based,FYUP,2,3,Batch-2,2,Practical,1,0,1,2,Prof. Naveen Joshi,30,,,Project (50%) + Presentation (30%) + Viva (20%)
275,UGSK23TACB2,Teamwork and Collaboration IV,Skill-Based,FYUP,2,3,Batch-2,2,Practical,1,0,1,2,Dr. Aditi Saxena,30,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
276,UGSK23FL(B2,Foreign Language (Spanish) V,Skill-Based,FYUP,2,3,Batch-2,2,Practical,1,0,1,2,Dr. Sudha Rani,32,,,Project (50%) + Presentation (30%) + Viva (20%)
277,UGAE23AIB2,Academic Integrity,AEC,FYUP,2,3,Batch-2,3,Theory,3,0,1,4,Prof. Anil Patel,32,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
278,UGAE23RLIB2,Regional Language II,AEC,FYUP,2,3,Batch-2,3,Theory,3,0,1,4,Prof. Tarun Kumar,32,Basic Regional,,Practical (60%) + Theory (40%)
279,UGAE23RLIB2,Regional Language III,AEC,FYUP,2,3,Batch-2,2,Theory,2,0,0,2,Prof. Naveen Joshi,34,,,Practical (60%) + Theory (40%)
280,UGAE23CSBB2,Cyber Security Basics IV,AEC,FYUP,2,3,Batch-2,3,Theory,3,0,1,4,Dr. Divya Menon,32,,,Continuous Assessment (40%) + End-term (60%)
281,UGAE23IAWB2,Internet and Web Technologies V,AEC,FYUP,2,3,Batch-2,2,Theory,2,0,0,2,Prof. Sunil Bhatt,32,,,Project (50%) + Presentation (30%) + Viva (20%)
282,UGVA23HVB2,Human Values,VAC,FYUP,2,3,Batch-2,1,Theory,1,0,0,1,Dr. Alka Shukla,28,,,Project (50%) + Presentation (30%) + Viva (20%)
283,UGVA23IKSB2,Indian Knowledge Systems II,VAC,FYUP,2,3,Batch-2,2,Theory,2,0,0,2,Dr. Geeta Sharma,34,,,Continuous Assessment (40%) + End-term (60%)
284,UGVA23TAAB2,Traditional Arts and Crafts III,VAC,FYUP,2,3,Batch-2,1,Theory,1,0,0,1,Prof. Hemant Jha,33,,,Continuous Assessment (40%) + End-term (60%)
285,UGVA23FMAB2,Folk Music and Dance IV,VAC,FYUP,2,3,Batch-2,1,Theory,1,0,0,1,Prof. Arjun Nair,26,,,Project (50%) + Presentation (30%) + Viva (20%)
286,UGVA23SSAB2,Social Service and Outreach V,VAC,FYUP,2,3,Batch-2,2,Theory,2,0,0,2,Prof. Arjun Nair,32,,,Project (50%) + Presentation (30%) + Viva (20%)
287,UGMA24GB2,Geography,Major,FYUP,2,4,Batch-2,5,Theory,5,0,1,6,Prof. Nitin Agarwal,74,Basic Geography,,Mid-term (30%) + End-term (50%) + Assignment (20%)
288,UGMA24IEIB2,Inclusive Education II,Major,FYUP,2,4,Batch-2,4,Theory,4,0,1,5,Dr. Nita Joshi,80,Basic Inclusive,,Continuous Assessment (40%) + End-term (60%)
289,UGMA24HRMB2,Human Resource Management III,Major,FYUP,2,4,Batch-2,3,Theory,3,0,1,4,Dr. Sushma Goyal,75,,,Practical (60%) + Theory (40%)
290,UGMA24MBIB2,Molecular Biology IV,Major,FYUP,2,4,Batch-2,4,Theory,4,0,1,5,Prof. Pramod Mishra,75,,,Practical (60%) + Theory (40%)
