course_id,course_code,course_name,category,programme,year,semester,batch,credits,course_type,theory_hours,lab_hours,tutorial_hours,total_weekly_hours,faculty_assigned,enrollment,prerequisite,co_requisite,assessment_pattern
143,ITEPSK36TWIB1,Technical Writing II,Skill-Based,ITEP,3,6,Batch-1,3,Practical,2,0,1,3,Dr. Kavita Bhatt,17,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
144,ITEPSK36CTIB1,Critical Thinking III,Skill-Based,ITEP,3,6,Batch-1,2,Practical,1,0,1,2,Prof. Vijay Prasad,14,,,Practical (60%) + Theory (40%)
145,ITEPSK36VASB1,Volunteering and Service Learning IV,Skill-Based,ITEP,3,6,Batch-1,3,Practical,2,0,1,3,Dr. Anita Kulkarni,16,,,Continuous Assessment (40%) + End-term (60%)
146,ITEPSK36GDVB1,Graphic Design V,Skill-Based,ITEP,3,6,Batch-1,2,Practical,1,0,1,2,Dr. Usha Rani,10,Basic Graphic,,Project (50%) + Presentation (30%) + Viva (20%)
147,ITEPAE36ESB1,Environmental Studies,AEC,ITEP,3,6,Batch-1,2,Theory,2,0,0,2,Dr. Divya Menon,17,,,Continuous Assessment (40%) + End-term (60%)
148,ITEPAE36RLIB1,Regional Language II,AEC,ITEP,3,6,Batch-1,3,Theory,3,0,1,4,Dr. Pooja Agarwal,10,,,Project (50%) + Presentation (30%) + Viva (20%)
149,ITEPAE36ASIB1,Analytical Skills III,AEC,ITEP,3,6,Batch-1,2,Theory,2,0,0,2,Dr. Urvashi Sharma,10,,,Project (50%) + Presentation (30%) + Viva (20%)
150,ITEPAE36HCIB1,Hindi Communication IV,AEC,ITEP,3,6,Batch-1,3,Theory,3,0,1,4,Prof. Ramesh Verma,11,Basic Hindi,,Project (50%) + Presentation (30%) + Viva (20%)
151,ITEPAE36REVB1,Research Ethics V,AEC,ITEP,3,6,Batch-1,3,Theory,3,0,1,4,Prof. Rakesh Gupta,11,,,Continuous Assessment (40%) + End-term (60%)
152,ITEPVA36YAMB1,Yoga and Meditation,VAC,ITEP,3,6,Batch-1,1,Theory,1,0,0,1,Dr. Pallavi Dixit,13,,,Continuous Assessment (40%) + End-term (60%)
153,ITEPVA36CAIB1,Climate Action II,VAC,ITEP,3,6,Batch-1,1,Theory,1,0,0,1,Prof. Vivek Gupta,13,,,Practical (60%) + Theory (40%)
154,ITEPVA36IKSB1,Indian Knowledge Systems III,VAC,ITEP,3,6,Batch-1,2,Theory,2,0,0,2,Dr. Mohit Bansal,14,,,Practical (60%) + Theory (40%)
155,ITEPVA36WCIB1,Water Conservation IV,VAC,ITEP,3,6,Batch-1,1,Theory,1,0,0,1,Prof. Sneha Jain,15,,,Continuous Assessment (40%) + End-term (60%)
156,ITEPVA36IKSB1,Indian Knowledge Systems V,VAC,ITEP,3,6,Batch-1,2,Theory,2,0,0,2,Prof. Naresh Chandra,14,,,Practical (60%) + Theory (40%)
157,ITEPMA47GEB1,Gifted Education,Major,ITEP,4,7,Batch-1,3,Theory,3,0,1,4,Dr. Sushma Goyal,33,Basic Gifted,,Mid-term (30%) + End-term (50%) + Assignment (20%)
158,ITEPMA47GAEB1,Gender and Education II,Major,ITEP,4,7,Batch-1,3,Theory,3,0,1,4,Prof. Gaurav Tiwari,28,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
159,ITEPMA47DEIB1,Distance Education III,Major,ITEP,4,7,Batch-1,5,Theory,5,0,1,6,Dr. Seema Singh,22,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
160,ITEPMA47CEIB1,Comparative Education IV,Major,ITEP,4,7,Batch-1,4,Theory,4,0,1,5,Prof. Deepak Gupta,24,,,Project (50%) + Presentation (30%) + Viva (20%)
161,ITEPMA47FOEB1,Foundations of Education V,Major,ITEP,4,7,Batch-1,3,Theory,3,0,1,4,Dr. Sunanda Jain,27,Basic Foundations,,Mid-term (30%) + End-term (50%) + Assignment (20%)
162,ITEPMA47LDIB1,Learning Disabilities I,Major,ITEP,4,7,Batch-1,3,Theory,3,0,1,4,Dr. Aditi Saxena,36,,,Practical (60%) + Theory (40%)
163,ITEPMI47PAB1,Public Administration,Minor,ITEP,4,7,Batch-1,4,Theory,4,0,1,5,Prof. Rakesh Tiwari,22,,,Project (50%) + Presentation (30%) + Viva (20%)
164,ITEPMI47DSIB1,Disability Studies II,Minor,ITEP,4,7,Batch-1,2,Theory,2,0,0,2,Dr. Shruti Iyer,15,,,Practical (60%) + Theory (40%)
165,ITEPMI47CIB1,Criminology III,Minor,ITEP,4,7,Batch-1,3,Theory,3,0,1,4,Prof. Nitin Agarwal,21,,,Project (50%) + Presentation (30%) + Viva (20%)
166,ITEPMI47PIB1,Psychology IV,Minor,ITEP,4,7,Batch-1,4,Theory,4,0,1,5,Prof. Vinod Sharma,14,,,Practical (60%) + Theory (40%)
167,ITEPMI47GSVB1,Gender Studies V,Minor,ITEP,4,7,Batch-1,4,Theory,4,0,1,5,Dr. Kiran Singh,12,,,Continuous Assessment (40%) + End-term (60%)
168,ITEPSK47CSB1,Communication Skills,Skill-Based,ITEP,4,7,Batch-1,3,Practical,2,0,1,3,Dr. Usha Rani,13,,,Practical (60%) + Theory (40%)
169,ITEPSK47SMMB1,Social Media Management II,Skill-Based,ITEP,4,7,Batch-1,3,Practical,2,0,1,3,Dr. Nisha Verma,13,,,Project (50%) + Presentation (30%) + Viva (20%)
170,ITEPSK47WDIB1,Web Development III,Skill-Based,ITEP,4,7,Batch-1,3,Practical,2,0,1,3,Dr. Seema Singh,12,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
171,ITEPSK47DMIB1,Digital Marketing IV,Skill-Based,ITEP,4,7,Batch-1,2,Practical,1,0,1,2,Prof. Ashok Yadav,10,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
172,ITEPSK47LSVB1,Leadership Skills V,Skill-Based,ITEP,4,7,Batch-1,3,Practical,2,0,1,3,Dr. Sunita Verma,13,,,Practical (60%) + Theory (40%)
173,ITEPAE47DPAB1,Data Privacy and Ethics,AEC,ITEP,4,7,Batch-1,2,Theory,2,0,0,2,Prof. Nitin Agarwal,8,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
174,ITEPAE47IAWB1,Internet and Web Technologies II,AEC,ITEP,4,7,Batch-1,3,Theory,3,0,1,4,Dr. Nirmala Devi,14,,,Practical (60%) + Theory (40%)
175,ITEPAE47ILIB1,Information Literacy III,AEC,ITEP,4,7,Batch-1,2,Theory,2,0,0,2,Dr. Aditi Saxena,8,,,Continuous Assessment (40%) + End-term (60%)
176,ITEPAE47REIB1,Research Ethics IV,AEC,ITEP,4,7,Batch-1,3,Theory,3,0,1,4,Prof. Kiran Desai,13,Basic Research,,Practical (60%) + Theory (40%)
177,ITEPAE47ILVB1,Information Literacy V,AEC,ITEP,4,7,Batch-1,3,Theory,3,0,1,4,Dr. Anjali Thakur,12,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
178,ITEPVA47TAAB1,Traditional Arts and Crafts,VAC,ITEP,4,7,Batch-1,2,Theory,2,0,0,2,Prof. Vinay Joshi,11,,,Continuous Assessment (40%) + End-term (60%)
179,ITEPVA47EAMB1,Ethics and Moral Values II,VAC,ITEP,4,7,Batch-1,2,Theory,2,0,0,2,Prof. Mukesh Yadav,11,,,Practical (60%) + Theory (40%)
180,ITEPVA47WMIB1,Waste Management III,VAC,ITEP,4,7,Batch-1,1,Theory,1,0,0,1,Prof. Vivek Gupta,8,Basic Waste,,Project (50%) + Presentation (30%) + Viva (20%)
181,ITEPVA47TAAB1,Traditional Arts and Crafts IV,VAC,ITEP,4,7,Batch-1,2,Theory,2,0,0,2,Prof. Pramod Mishra,8,,,Continuous Assessment (40%) + End-term (60%)
182,ITEPVA47SLVB1,Sustainable Living V,VAC,ITEP,4,7,Batch-1,2,Theory,2,0,0,2,Dr. Sunita Verma,9,Basic Sustainable,,Practical (60%) + Theory (40%)
183,ITEPMA48TDB1,Teacher Development,Major,ITEP,4,8,Batch-1,3,Theory,3,0,1,4,Prof. Vinod Sharma,33,,,Practical (60%) + Theory (40%)
184,ITEPMA48FOEB1,Foundations of Education II,Major,ITEP,4,8,Batch-1,3,Theory,3,0,1,4,Dr. Ravi Agarwal,27,Basic Foundations,,Practical (60%) + Theory (40%)
185,ITEPMA48CEIB1,Comparative Education III,Major,ITEP,4,8,Batch-1,4,Theory,4,0,1,5,Prof. Anuj Kumar,33,,,Project (50%) + Presentation (30%) + Viva (20%)
186,ITEPMA48AAEB1,Assessment and Evaluation IV,Major,ITEP,4,8,Batch-1,4,Theory,4,0,1,5,Dr. Manju Agarwal,25,,,Project (50%) + Presentation (30%) + Viva (20%)
187,ITEPMA48ARVB1,Action Research V,Major,ITEP,4,8,Batch-1,4,Theory,4,0,1,5,Prof. Rajesh Kumar,31,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
188,ITEPMA48TDIB1,Teacher Development I,Major,ITEP,4,8,Batch-1,4,Theory,4,0,1,5,Dr. Deepika Rao,24,Basic Teacher,,Practical (60%) + Theory (40%)
189,ITEPMI48DSB1,Development Studies,Minor,ITEP,4,8,Batch-1,3,Theory,3,0,1,4,Dr. Pooja Agarwal,15,,,Practical (60%) + Theory (40%)
190,ITEPMI48CRIB1,Conflict Resolution II,Minor,ITEP,4,8,Batch-1,3,Theory,3,0,1,4,Dr. Nidhi Goyal,19,Basic Conflict,,Practical (60%) + Theory (40%)
191,ITEPMI48TSIB1,Translation Studies III,Minor,ITEP,4,8,Batch-1,4,Theory,4,0,1,5,Dr. Divya Menon,18,Basic Translation,,Practical (60%) + Theory (40%)
192,ITEPMI48IRIB1,International Relations IV,Minor,ITEP,4,8,Batch-1,2,Theory,2,0,0,2,Prof. Pramod Mishra,12,,,Continuous Assessment (40%) + End-term (60%)
193,ITEPMI48BEVB1,Behavioral Economics V,Minor,ITEP,4,8,Batch-1,4,Theory,4,0,1,5,Prof. Amit Singh,16,,,Project (50%) + Presentation (30%) + Viva (20%)
194,ITEPSK48PSB1,Presentation Skills,Skill-Based,ITEP,4,8,Batch-1,2,Practical,1,0,1,2,Prof. Ajit Gupta,14,,,Project (50%) + Presentation (30%) + Viva (20%)
195,ITEPSK48CCIB1,Content Creation II,Skill-Based,ITEP,4,8,Batch-1,2,Practical,1,0,1,2,Prof. Yogesh Kumar,10,,,Continuous Assessment (40%) + End-term (60%)
196,ITEPSK48ESIB1,Entrepreneurship Skills III,Skill-Based,ITEP,4,8,Batch-1,3,Practical,2,0,1,3,Prof. Ravi Krishnan,11,,,Practical (60%) + Theory (40%)
197,ITEPSK48FL(B1,Foreign Language (Spanish) IV,Skill-Based,ITEP,4,8,Batch-1,3,Practical,2,0,1,3,Dr. Rashmi Sinha,14,,,Continuous Assessment (40%) + End-term (60%)
198,ITEPSK48PVB1,Photography V,Skill-Based,ITEP,4,8,Batch-1,2,Practical,1,0,1,2,Dr. Nidhi Goyal,9,Basic Photography,,Mid-term (30%) + End-term (50%) + Assignment (20%)
199,ITEPAE48MTB1,Mathematical Thinking,AEC,ITEP,4,8,Batch-1,2,Theory,2,0,0,2,Prof. Santosh Kumar,13,,,Continuous Assessment (40%) + End-term (60%)
200,ITEPAE48RLIB1,Regional Language II,AEC,ITEP,4,8,Batch-1,2,Theory,2,0,0,2,Prof. Bhushan Patel,13,,,Continuous Assessment (40%) + End-term (60%)
201,ITEPAE48LSIB1,Life Skills III,AEC,ITEP,4,8,Batch-1,3,Theory,3,0,1,4,Prof. Yogesh Kumar,14,,,Practical (60%) + Theory (40%)
202,ITEPAE48HCIB1,Hindi Communication IV,AEC,ITEP,4,8,Batch-1,3,Theory,3,0,1,4,Dr. Anjali Thakur,11,,,Project (50%) + Presentation (30%) + Viva (20%)
203,ITEPAE48ASVB1,Analytical Skills V,AEC,ITEP,4,8,Batch-1,3,Theory,3,0,1,4,Prof. Subhash Goel,12,,,Continuous Assessment (40%) + End-term (60%)
204,ITEPVA48YAMB1,Yoga and Meditation,VAC,ITEP,4,8,Batch-1,1,Theory,1,0,0,1,Prof. Kiran Desai,12,,,Project (50%) + Presentation (30%) + Viva (20%)
205,ITEPVA48WMIB1,Waste Management II,VAC,ITEP,4,8,Batch-1,2,Theory,2,0,0,2,Prof. Nitin Bhatia,13,,,Project (50%) + Presentation (30%) + Viva (20%)
206,ITEPVA48WMIB1,Waste Management III,VAC,ITEP,4,8,Batch-1,2,Theory,2,0,0,2,Prof. Dinesh Kumar,11,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
207,ITEPVA48EAMB1,Ethics and Moral Values IV,VAC,ITEP,4,8,Batch-1,1,Theory,1,0,0,1,Dr. Ritu Singh,12,,,Project (50%) + Presentation (30%) + Viva (20%)
208,ITEPVA48CDVB1,Community Development V,VAC,ITEP,4,8,Batch-1,2,Theory,2,0,0,2,Prof. Rakesh Gupta,15,Basic Community,,Mid-term (30%) + End-term (50%) + Assignment (20%)
209,ITEPMA11AAEB2,Assessment and Evaluation,Major,ITEP,1,1,Batch-2,3,Theory,3,0,1,4,Dr. Nidhi Goyal,36,,,Continuous Assessment (40%) + End-term (60%)
210,ITEPMA11EMIB2,Educational Measurement II,Major,ITEP,1,1,Batch-2,4,Theory,4,0,1,5,Prof. Nitin Bhatia,37,,,Project (50%) + Presentation (30%) + Viva (20%)
211,ITEPMA11ARIB2,Action Research III,Major,ITEP,1,1,Batch-2,4,Theory,4,0,1,5,Prof. Anil Kumar,52,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
212,ITEPMA11ETIB2,Educational Technology IV,Major,ITEP,1,1,Batch-2,3,Theory,3,0,1,4,Prof. Subhash Patel,52,,,Project (50%) + Presentation (30%) + Viva (20%)
213,ITEPMA11CEVB2,Comparative Education V,Major,ITEP,1,1,Batch-2,4,Theory,4,0,1,5,Dr. Nidhi Goyal,48,,,Practical (60%) + Theory (40%)
214,ITEPMA11GACB2,Guidance and Counselling I,Major,ITEP,1,1,Batch-2,5,Theory,5,0,1,6,Prof. Vikram Patel,40,,,Continuous Assessment (40%) + End-term (60%)
215,ITEPMI11CSB2,Cognitive Science,Minor,ITEP,1,1,Batch-2,2,Theory,2,0,0,2,Prof. Varun Chopra,24,Basic Cognitive,,Practical (60%) + Theory (40%)
216,ITEPMI11CRIB2,Conflict Resolution II,Minor,ITEP,1,1,Batch-2,4,Theory,4,0,1,5,Prof. Gaurav Tiwari,24,Basic Conflict,,Practical (60%) + Theory (40%)
217,ITEPMI11RDIB2,Rural Development III,Minor,ITEP,1,1,Batch-2,3,Theory,3,0,1,4,Dr. Sharda Gupta,32,,,Continuous Assessment (40%) + End-term (60%)
218,ITEPMI11CIB2,Criminology IV,Minor,ITEP,1,1,Batch-2,2,Theory,2,0,0,2,Dr. Shalini Gupta,31,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
219,ITEPMI11TSVB2,Translation Studies V,Minor,ITEP,1,1,Batch-2,4,Theory,4,0,1,5,Dr. Bharti Sharma,30,,,Project (50%) + Presentation (30%) + Viva (20%)
220,ITEPSK11SLB2,Sign Language,Skill-Based,ITEP,1,1,Batch-2,3,Practical,2,0,1,3,Dr. Kiran Singh,20,,,Continuous Assessment (40%) + End-term (60%)
221,ITEPSK11SLIB2,Sign Language II,Skill-Based,ITEP,1,1,Batch-2,2,Practical,1,0,1,2,Dr. Sudha Rani,17,,,Continuous Assessment (40%) + End-term (60%)
222,ITEPSK11PMIB2,Project Management III,Skill-Based,ITEP,1,1,Batch-2,2,Practical,1,0,1,2,Prof. Deepak Gupta,14,,,Continuous Assessment (40%) + End-term (60%)
223,ITEPSK11CEIB2,Community Engagement IV,Skill-Based,ITEP,1,1,Batch-2,2,Practical,1,0,1,2,Dr. Priya Sharma,22,,,Project (50%) + Presentation (30%) + Viva (20%)
224,ITEPSK11CTVB2,Critical Thinking V,Skill-Based,ITEP,1,1,Batch-2,2,Practical,1,0,1,2,Prof. Priyanka Sharma,15,Basic Critical,,Project (50%) + Presentation (30%) + Viva (20%)
225,ITEPAE11LRB2,Logical Reasoning,AEC,ITEP,1,1,Batch-2,2,Theory,2,0,0,2,Dr. Sunita Verma,18,,,Project (50%) + Presentation (30%) + Viva (20%)
226,ITEPAE11ILIB2,Information Literacy II,AEC,ITEP,1,1,Batch-2,3,Theory,3,0,1,4,Dr. Meera Gupta,20,,,Practical (60%) + Theory (40%)
227,ITEPAE11MTIB2,Mathematical Thinking III,AEC,ITEP,1,1,Batch-2,2,Theory,2,0,0,2,Prof. Ramesh Verma,16,,,Project (50%) + Presentation (30%) + Viva (20%)
228,ITEPAE11HAWB2,Health and Wellness IV,AEC,ITEP,1,1,Batch-2,3,Theory,3,0,1,4,Prof. Vinod Sharma,19,,,Practical (60%) + Theory (40%)
229,ITEPAE11ASVB2,Analytical Skills V,AEC,ITEP,1,1,Batch-2,2,Theory,2,0,0,2,Dr. Gita Verma,14,Basic Analytical,,Continuous Assessment (40%) + End-term (60%)
230,ITEPVA11WCB2,Water Conservation,VAC,ITEP,1,1,Batch-2,1,Theory,1,0,0,1,Prof. Deepak Agarwal,16,Basic Water,,Continuous Assessment (40%) + End-term (60%)
231,ITEPVA11TAAB2,Traditional Arts and Crafts II,VAC,ITEP,1,1,Batch-2,1,Theory,1,0,0,1,Prof. Mahesh Singh,16,,,Practical (60%) + Theory (40%)
232,ITEPVA11SSAB2,Social Service and Outreach III,VAC,ITEP,1,1,Batch-2,1,Theory,1,0,0,1,Dr. Pallavi Dixit,14,Basic Social,,Continuous Assessment (40%) + End-term (60%)
233,ITEPVA11WCIB2,Water Conservation IV,VAC,ITEP,1,1,Batch-2,2,Theory,2,0,0,2,Prof. Nitin Bhatia,20,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
234,ITEPVA11IPAB2,Indian Philosophy and Traditions V,VAC,ITEP,1,1,Batch-2,2,Theory,2,0,0,2,Dr. Kalpana Verma,14,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
235,ITEPMA12CMB2,Classroom Management,Major,ITEP,1,2,Batch-2,5,Theory,5,0,1,6,Prof. Rohit Mehta,39,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
236,ITEPMA12RMIB2,Research Methods in Education II,Major,ITEP,1,2,Batch-2,3,Theory,3,0,1,4,Prof. Amit Singh,35,,,Project (50%) + Presentation (30%) + Viva (20%)
237,ITEPMA12EMIB2,Educational Measurement III,Major,ITEP,1,2,Batch-2,3,Theory,3,0,1,4,Prof. Anil Kumar,39,Basic Educational,,Practical (60%) + Theory (40%)
238,ITEPMA12GEIB2,Gifted Education IV,Major,ITEP,1,2,Batch-2,3,Theory,3,0,1,4,Dr. Rina Sharma,45,Basic Gifted,,Continuous Assessment (40%) + End-term (60%)
239,ITEPMA12ELVB2,Educational Leadership V,Major,ITEP,1,2,Batch-2,3,Theory,3,0,1,4,Dr. Kiran Singh,55,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
240,ITEPMA12GEIB2,Gifted Education I,Major,ITEP,1,2,Batch-2,3,Theory,3,0,1,4,Dr. Rashmi Sinha,52,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
241,ITEPMI12UPB2,Urban Planning,Minor,ITEP,1,2,Batch-2,3,Theory,3,0,1,4,Dr. Pallavi Dixit,21,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
242,ITEPMI12LSIB2,Library Science II,Minor,ITEP,1,2,Batch-2,3,Theory,3,0,1,4,Dr. Kalpana Verma,23,,,Project (50%) + Presentation (30%) + Viva (20%)
243,ITEPMI12LSIB2,Library Science III,Minor,ITEP,1,2,Batch-2,4,Theory,4,0,1,5,Dr. Kalpana Verma,22,Basic Library,,Continuous Assessment (40%) + End-term (60%)
244,ITEPMI12PAIB2,Public Administration IV,Minor,ITEP,1,2,Batch-2,2,Theory,2,0,0,2,Dr. Rashmi Sinha,26,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
245,ITEPMI12DSVB2,Disability Studies V,Minor,ITEP,1,2,Batch-2,3,Theory,3,0,1,4,Dr. Nidhi Goyal,27,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
246,ITEPSK12PB2,Photography,Skill-Based,ITEP,1,2,Batch-2,2,Practical,1,0,1,2,Prof. Yogesh Kumar,20,,,Continuous Assessment (40%) + End-term (60%)
247,ITEPSK12PSIB2,Presentation Skills II,Skill-Based,ITEP,1,2,Batch-2,2,Practical,1,0,1,2,Prof. Sumit Agarwal,21,,,Project (50%) + Presentation (30%) + Viva (20%)
248,ITEPSK12MADB2,Mobile App Development III,Skill-Based,ITEP,1,2,Batch-2,3,Practical,2,0,1,3,Prof. Mohan Gupta,18,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
249,ITEPSK12ITIB2,ICT Tools in Education IV,Skill-Based,ITEP,1,2,Batch-2,2,Lab,1,2,0,3,Prof. Santosh Kumar,18,,,Practical (60%) + Theory (40%)
250,ITEPSK12RMVB2,Research Methods V,Skill-Based,ITEP,1,2,Batch-2,3,Practical,2,0,1,3,Prof. Suresh Pandey,15,Basic Research,,Project (50%) + Presentation (30%) + Viva (20%)
251,ITEPAE12DLB2,Digital Literacy,AEC,ITEP,1,2,Batch-2,2,Theory,2,0,0,2,Dr. Alka Shukla,15,,,Practical (60%) + Theory (40%)
252,ITEPAE12ASIB2,Analytical Skills II,AEC,ITEP,1,2,Batch-2,3,Theory,3,0,1,4,Dr. Sudha Singh,19,Basic Analytical,,Practical (60%) + Theory (40%)
253,ITEPAE12LRIB2,Logical Reasoning III,AEC,ITEP,1,2,Batch-2,2,Theory,2,0,0,2,Dr. Nirmala Devi,18,Basic Logical,,Practical (60%) + Theory (40%)
254,ITEPAE12AIIB2,Academic Integrity IV,AEC,ITEP,1,2,Batch-2,3,Theory,3,0,1,4,Dr. Lakshmi Narayan,18,,,Practical (60%) + Theory (40%)
255,ITEPAE12REVB2,Research Ethics V,AEC,ITEP,1,2,Batch-2,2,Theory,2,0,0,2,Dr. Preeti Jain,16,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
256,ITEPVA12SSAB2,Social Service and Outreach,VAC,ITEP,1,2,Batch-2,1,Theory,1,0,0,1,Dr. Sadhna Mishra,20,Basic Social,,Continuous Assessment (40%) + End-term (60%)
257,ITEPVA12IPAB2,Indian Philosophy and Traditions II,VAC,ITEP,1,2,Batch-2,1,Theory,1,0,0,1,Prof. Rakesh Tiwari,18,,,Project (50%) + Presentation (30%) + Viva (20%)
258,ITEPVA12WCIB2,Water Conservation III,VAC,ITEP,1,2,Batch-2,1,Theory,1,0,0,1,Prof. Subhash Patel,16,,,Continuous Assessment (40%) + End-term (60%)
259,ITEPVA12YAMB2,Yoga and Meditation IV,VAC,ITEP,1,2,Batch-2,1,Theory,1,0,0,1,Dr. Nidhi Goyal,15,Basic Yoga,,Mid-term (30%) + End-term (50%) + Assignment (20%)
260,ITEPVA12OFVB2,Organic Farming V,VAC,ITEP,1,2,Batch-2,2,Theory,2,0,0,2,Prof. Kiran Desai,15,,,Practical (60%) + Theory (40%)
261,ITEPMA23GEB2,Gifted Education,Major,ITEP,2,3,Batch-2,5,Theory,5,0,1,6,Dr. Shalini Gupta,30,,,Project (50%) + Presentation (30%) + Viva (20%)
262,ITEPMA23ETIB2,Educational Technology II,Major,ITEP,2,3,Batch-2,3,Theory,3,0,1,4,Dr. Nirmala Devi,32,,,Practical (60%) + Theory (40%)
263,ITEPMA23ETIB2,Educational Technology III,Major,ITEP,2,3,Batch-2,3,Theory,3,0,1,4,Dr. Sarita Singh,34,,,Practical (60%) + Theory (40%)
264,ITEPMA23GACB2,Guidance and Counselling IV,Major,ITEP,2,3,Batch-2,5,Theory,5,0,1,6,Dr. Bindu Agrawal,44,,,Project (50%) + Presentation (30%) + Viva (20%)
265,ITEPMA23AAEB2,Assessment and Evaluation V,Major,ITEP,2,3,Batch-2,3,Theory,3,0,1,4,Prof. Varun Chopra,50,,,Continuous Assessment (40%) + End-term (60%)
266,ITEPMA23CDAB2,Child Development and Learning I,Major,ITEP,2,3,Batch-2,3,Theory,3,0,1,4,Dr. Sunita Verma,42,Basic Child,,Practical (60%) + Theory (40%)
267,ITEPMI23RDB2,Rural Development,Minor,ITEP,2,3,Batch-2,4,Theory,4,0,1,5,Dr. Mohit Bansal,28,,,Continuous Assessment (40%) + End-term (60%)
268,ITEPMI23ORIB2,Operations Research II,Minor,ITEP,2,3,Batch-2,2,Theory,2,0,0,2,Prof. Deepak Gupta,19,Basic Operations,,Continuous Assessment (40%) + End-term (60%)
269,ITEPMI23DSIB2,Development Studies III,Minor,ITEP,2,3,Batch-2,2,Theory,2,0,0,2,Dr. Sharda Gupta,29,,,Continuous Assessment (40%) + End-term (60%)
270,ITEPMI23GTIB2,Game Theory IV,Minor,ITEP,2,3,Batch-2,2,Theory,2,0,0,2,Prof. Gaurav Tiwari,26,Basic Game,,Project (50%) + Presentation (30%) + Viva (20%)
271,ITEPMI23HRVB2,Human Rights V,Minor,ITEP,2,3,Batch-2,4,Theory,4,0,1,5,Prof. Nitin Agarwal,25,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
272,ITEPSK23TMB2,Time Management,Skill-Based,ITEP,2,3,Batch-2,3,Practical,2,0,1,3,Prof. Naresh Chandra,15,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
273,ITEPSK23DMIB2,Digital Marketing II,Skill-Based,ITEP,2,3,Batch-2,3,Practical,2,0,1,3,Prof. Dinesh Kumar,12,,,Project (50%) + Presentation (30%) + Viva (20%)
274,ITEPSK23FL(B2,Foreign Language (French) III,Skill-Based,ITEP,2,3,Batch-2,2,Practical,1,0,1,2,Dr. Anita Kulkarni,14,,,Project (50%) + Presentation (30%) + Viva (20%)
275,ITEPSK23FL(B2,Foreign Language (Spanish) IV,Skill-Based,ITEP,2,3,Batch-2,2,Practical,1,0,1,2,Dr. Pooja Agarwal,14,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
276,ITEPSK23CWVB2,Creative Writing V,Skill-Based,ITEP,2,3,Batch-2,3,Practical,2,0,1,3,Prof. Rohit Mehta,12,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
277,ITEPAE23STB2,Scientific Temper,AEC,ITEP,2,3,Batch-2,2,Theory,2,0,0,2,Prof. Vivek Gupta,15,Basic Scientific,,Continuous Assessment (40%) + End-term (60%)
278,ITEPAE23LRIB2,Logical Reasoning II,AEC,ITEP,2,3,Batch-2,3,Theory,3,0,1,4,Prof. Vivek Gupta,13,,,Project (50%) + Presentation (30%) + Viva (20%)
279,ITEPAE23IAWB2,Internet and Web Technologies III,AEC,ITEP,2,3,Batch-2,2,Theory,2,0,0,2,Dr. Rekha Devi,12,Basic Internet,,Practical (60%) + Theory (40%)
280,ITEPAE23HCIB2,Hindi Communication IV,AEC,ITEP,2,3,Batch-2,3,Theory,3,0,1,4,Prof. Ramesh Singh,13,Basic Hindi,,Mid-term (30%) + End-term (50%) + Assignment (20%)
281,ITEPAE23RLVB2,Regional Language V,AEC,ITEP,2,3,Batch-2,2,Theory,2,0,0,2,Prof. Mukesh Yadav,20,,,Continuous Assessment (40%) + End-term (60%)
282,ITEPVA23REB2,Renewable Energy,VAC,ITEP,2,3,Batch-2,2,Theory,2,0,0,2,Dr. Pushpa Jain,13,,,Project (50%) + Presentation (30%) + Viva (20%)
283,ITEPVA23AAWB2,Ayurveda and Wellness II,VAC,ITEP,2,3,Batch-2,2,Theory,2,0,0,2,Dr. Deepika Rao,16,,,Continuous Assessment (40%) + End-term (60%)
284,ITEPVA23IKSB2,Indian Knowledge Systems III,VAC,ITEP,2,3,Batch-2,1,Theory,1,0,0,1,Prof. Mohan Gupta,13,,,Continuous Assessment (40%) + End-term (60%)
