course_id,course_code,course_name,category,programme,year,semester,batch,credits,course_type,theory_hours,lab_hours,tutorial_hours,total_weekly_hours,faculty_assigned,enrollment,prerequisite,co_requisite,assessment_pattern
143,MEDSK12CTIB2,Critical Thinking II,Skill-Based,M.Ed,1,2,Batch-2,3,Practical,2,0,1,3,Dr. Sunanda Jain,7,,,Continuous Assessment (40%) + End-term (60%)
144,MEDSK12ESIB2,Entrepreneurship Skills III,Skill-Based,M.Ed,1,2,Batch-2,2,Practical,1,0,1,2,Dr. Sudha Singh,12,Basic Entrepreneurship,,Mid-term (30%) + End-term (50%) + Assignment (20%)
145,MEDSK12PMIB2,Project Management IV,Skill-Based,M.Ed,1,2,Batch-2,2,Practical,1,0,1,2,Prof. Naveen Joshi,11,Basic Project,,Mid-term (30%) + End-term (50%) + Assignment (20%)
146,MEDSK12TWVB2,Technical Writing V,Skill-Based,M.Ed,1,2,Batch-2,2,Practical,1,0,1,2,Dr. Seema Singh,14,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
147,MEDAE12MTB2,Mathematical Thinking,AEC,M.Ed,1,2,Batch-2,2,Theory,2,0,0,2,Prof. Subhash Goel,12,,,Project (50%) + Presentation (30%) + Viva (20%)
148,MEDAE12IAWB2,Internet and Web Technologies II,AEC,M.Ed,1,2,Batch-2,3,Theory,3,0,1,4,Prof. Manish Agrawal,14,,,Continuous Assessment (40%) + End-term (60%)
149,MEDAE12ASIB2,Analytical Skills III,AEC,M.Ed,1,2,Batch-2,2,Theory,2,0,0,2,Dr. Nirmala Devi,12,Basic Analytical,,Practical (60%) + Theory (40%)
150,MEDAE12HCIB2,Hindi Communication IV,AEC,M.Ed,1,2,Batch-2,2,Theory,2,0,0,2,Dr. Kusum Gupta,13,,,Continuous Assessment (40%) + End-term (60%)
151,MEDAE12ECVB2,English Communication V,AEC,M.Ed,1,2,Batch-2,2,Theory,2,0,0,2,Prof. Vinay Joshi,9,,,Practical (60%) + Theory (40%)
152,MEDVA12AAWB2,Ayurveda and Wellness,VAC,M.Ed,1,2,Batch-2,1,Theory,1,0,0,1,Dr. Sonal Mishra,6,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
153,MEDVA12TAAB2,Traditional Arts and Crafts II,VAC,M.Ed,1,2,Batch-2,1,Theory,1,0,0,1,Prof. Tarun Kumar,7,,,Project (50%) + Presentation (30%) + Viva (20%)
154,MEDVA12OFIB2,Organic Farming III,VAC,M.Ed,1,2,Batch-2,1,Theory,1,0,0,1,Prof. Naveen Joshi,10,,,Practical (60%) + Theory (40%)
155,MEDVA12CHIB2,Cultural Heritage IV,VAC,M.Ed,1,2,Batch-2,1,Theory,1,0,0,1,Dr. Alka Shukla,10,,,Practical (60%) + Theory (40%)
156,MEDVA12FMAB2,Folk Music and Dance V,VAC,M.Ed,1,2,Batch-2,1,Theory,1,0,0,1,Dr. Swati Kapoor,14,,,Practical (60%) + Theory (40%)
157,MEDMA23FOEB2,Foundations of Education,Major,M.Ed,2,3,Batch-2,3,Theory,3,0,1,4,Dr. Aditi Saxena,23,Basic Foundations,,Practical (60%) + Theory (40%)
158,MEDMA23EEIB2,Environmental Education II,Major,M.Ed,2,3,Batch-2,3,Theory,3,0,1,4,Prof. Gaurav Tiwari,27,,,Practical (60%) + Theory (40%)
159,MEDMA23DEIB2,Distance Education III,Major,M.Ed,2,3,Batch-2,3,Theory,3,0,1,4,Dr. Jyoti Sharma,22,,,Practical (60%) + Theory (40%)
160,MEDMA23IEIB2,Inclusive Education IV,Major,M.Ed,2,3,Batch-2,5,Theory,5,0,1,6,Dr. Sunita Verma,13,Basic Inclusive,,Project (50%) + Presentation (30%) + Viva (20%)
161,MEDMA23TDVB2,Teacher Development V,Major,M.Ed,2,3,Batch-2,4,Theory,4,0,1,5,Dr. Sunita Verma,17,,,Project (50%) + Presentation (30%) + Viva (20%)
162,MEDMA23DEIB2,Distance Education I,Major,M.Ed,2,3,Batch-2,5,Theory,5,0,1,6,Prof. Vivek Gupta,16,,,Project (50%) + Presentation (30%) + Viva (20%)
163,MEDMI23TSB2,Translation Studies,Minor,M.Ed,2,3,Batch-2,4,Theory,4,0,1,5,Dr. Vidya Sagar,10,Basic Translation,,Project (50%) + Presentation (30%) + Viva (20%)
164,MEDMI23DHIB2,Digital Humanities II,Minor,M.Ed,2,3,Batch-2,3,Theory,3,0,1,4,Dr. Sudha Singh,17,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
165,MEDMI23SWIB2,Social Work III,Minor,M.Ed,2,3,Batch-2,4,Theory,4,0,1,5,Prof. Tarun Kumar,7,,,Practical (60%) + Theory (40%)
166,MEDMI23CIB2,Criminology IV,Minor,M.Ed,2,3,Batch-2,4,Theory,4,0,1,5,Prof. Naresh Chandra,16,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
167,MEDMI23GSVB2,Gender Studies V,Minor,M.Ed,2,3,Batch-2,2,Theory,2,0,0,2,Dr. Anita Kulkarni,8,,,Continuous Assessment (40%) + End-term (60%)
168,MEDSK23EMB2,Event Management,Skill-Based,M.Ed,2,3,Batch-2,3,Practical,2,0,1,3,Prof. Naresh Chandra,4,,,Practical (60%) + Theory (40%)
169,MEDSK23ITIB2,ICT Tools in Education II,Skill-Based,M.Ed,2,3,Batch-2,3,Lab,2,2,0,4,Prof. Kiran Desai,8,Basic ICT,,Practical (60%) + Theory (40%)
170,MEDSK23PMIB2,Project Management III,Skill-Based,M.Ed,2,3,Batch-2,2,Practical,1,0,1,2,Prof. Anil Patel,10,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
171,MEDSK23SLIB2,Sign Language IV,Skill-Based,M.Ed,2,3,Batch-2,2,Practical,1,0,1,2,Prof. Raman Patel,9,Basic Sign,,Project (50%) + Presentation (30%) + Viva (20%)
172,MEDSK23ITIB2,ICT Tools in Education V,Skill-Based,M.Ed,2,3,Batch-2,3,Lab,2,2,0,4,Prof. Naresh Chandra,8,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
173,MEDAE23LSB2,Life Skills,AEC,M.Ed,2,3,Batch-2,3,Theory,3,0,1,4,Prof. Gaurav Tiwari,6,,,Continuous Assessment (40%) + End-term (60%)
174,MEDAE23LRIB2,Logical Reasoning II,AEC,M.Ed,2,3,Batch-2,3,Theory,3,0,1,4,Dr. Anita Kulkarni,12,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
175,MEDAE23DPAB2,Data Privacy and Ethics III,AEC,M.Ed,2,3,Batch-2,3,Theory,3,0,1,4,Dr. Kavya Reddy,11,,,Project (50%) + Presentation (30%) + Viva (20%)
176,MEDAE23LSIB2,Life Skills IV,AEC,M.Ed,2,3,Batch-2,2,Theory,2,0,0,2,Prof. Mukesh Agarwal,6,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
177,MEDAE23LRVB2,Logical Reasoning V,AEC,M.Ed,2,3,Batch-2,2,Theory,2,0,0,2,Dr. Ritu Malhotra,11,Basic Logical,,Mid-term (30%) + End-term (50%) + Assignment (20%)
178,MEDVA23WCB2,Water Conservation,VAC,M.Ed,2,3,Batch-2,1,Theory,1,0,0,1,Prof. Manish Agrawal,4,,,Practical (60%) + Theory (40%)
179,MEDVA23FMAB2,Folk Music and Dance II,VAC,M.Ed,2,3,Batch-2,1,Theory,1,0,0,1,Dr. Divya Menon,4,Basic Folk,,Mid-term (30%) + End-term (50%) + Assignment (20%)
180,MEDVA23TAAB2,Traditional Arts and Crafts III,VAC,M.Ed,2,3,Batch-2,2,Theory,2,0,0,2,Dr. Anita Kulkarni,5,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
181,MEDVA23TAAB2,Traditional Arts and Crafts IV,VAC,M.Ed,2,3,Batch-2,2,Theory,2,0,0,2,Dr. Sharda Gupta,5,Basic Traditional,,Continuous Assessment (40%) + End-term (60%)
182,MEDVA23EAMB2,Ethics and Moral Values V,VAC,M.Ed,2,3,Batch-2,2,Theory,2,0,0,2,Dr. Kalpana Verma,9,Basic Ethics,,Mid-term (30%) + End-term (50%) + Assignment (20%)
183,MEDMA24SOEB2,Sociology of Education,Major,M.Ed,2,4,Batch-2,5,Theory,5,0,1,6,Dr. Kavya Reddy,24,,,Continuous Assessment (40%) + End-term (60%)
184,MEDMA24AAEB2,Assessment and Evaluation II,Major,M.Ed,2,4,Batch-2,3,Theory,3,0,1,4,Prof. Amit Singh,29,,,Continuous Assessment (40%) + End-term (60%)
185,MEDMA24PEIB2,Peace Education III,Major,M.Ed,2,4,Batch-2,3,Theory,3,0,1,4,Prof. Sneha Jain,21,Basic Peace,,Practical (60%) + Theory (40%)
186,MEDMA24ARIB2,Action Research IV,Major,M.Ed,2,4,Batch-2,5,Theory,5,0,1,6,Prof. Ramesh Verma,15,,,Continuous Assessment (40%) + End-term (60%)
187,MEDMA24LDVB2,Learning Disabilities V,Major,M.Ed,2,4,Batch-2,3,Theory,3,0,1,4,Prof. Varun Chopra,14,,,Practical (60%) + Theory (40%)
188,MEDMA24CDAB2,Child Development and Learning I,Major,M.Ed,2,4,Batch-2,5,Theory,5,0,1,6,Prof. Vivek Gupta,19,,,Continuous Assessment (40%) + End-term (60%)
189,MEDMI24CSB2,Climate Studies,Minor,M.Ed,2,4,Batch-2,3,Theory,3,0,1,4,Prof. Sachin Patel,11,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
190,MEDMI24UPIB2,Urban Planning II,Minor,M.Ed,2,4,Batch-2,4,Theory,4,0,1,5,Prof. Santosh Kumar,6,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
191,MEDMI24ORIB2,Operations Research III,Minor,M.Ed,2,4,Batch-2,3,Theory,3,0,1,4,Dr. Geeta Sharma,9,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
192,MEDMI24NIB2,Neuroscience IV,Minor,M.Ed,2,4,Batch-2,2,Theory,2,0,0,2,Prof. Mukesh Agarwal,14,,,Project (50%) + Presentation (30%) + Viva (20%)
193,MEDMI24DSVB2,Disability Studies V,Minor,M.Ed,2,4,Batch-2,3,Theory,3,0,1,4,Prof. Subhash Patel,12,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
194,MEDSK24AWB2,Academic Writing,Skill-Based,M.Ed,2,4,Batch-2,2,Practical,1,0,1,2,Dr. Sudha Singh,6,,,Continuous Assessment (40%) + End-term (60%)
195,MEDSK24SLIB2,Sign Language II,Skill-Based,M.Ed,2,4,Batch-2,3,Practical,2,0,1,3,Dr. Archana Singh,6,Basic Sign,,Project (50%) + Presentation (30%) + Viva (20%)
196,MEDSK24SMIB2,Stress Management III,Skill-Based,M.Ed,2,4,Batch-2,2,Practical,1,0,1,2,Dr. Sharda Gupta,6,,,Project (50%) + Presentation (30%) + Viva (20%)
197,MEDSK24ITIB2,ICT Tools in Education IV,Skill-Based,M.Ed,2,4,Batch-2,2,Lab,1,2,0,3,Prof. Vivek Gupta,4,,,Continuous Assessment (40%) + End-term (60%)
198,MEDSK24LSVB2,Leadership Skills V,Skill-Based,M.Ed,2,4,Batch-2,3,Practical,2,0,1,3,Prof. Naresh Chandra,12,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
199,MEDAE24ECB2,English Communication,AEC,M.Ed,2,4,Batch-2,2,Theory,2,0,0,2,Dr. Geeta Sharma,7,,,Continuous Assessment (40%) + End-term (60%)
200,MEDAE24MTIB2,Mathematical Thinking II,AEC,M.Ed,2,4,Batch-2,2,Theory,2,0,0,2,Dr. Bindu Agrawal,10,,,Continuous Assessment (40%) + End-term (60%)
201,MEDAE24HAWB2,Health and Wellness III,AEC,M.Ed,2,4,Batch-2,2,Theory,2,0,0,2,Prof. Deepak Agarwal,7,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
202,MEDAE24DLIB2,Digital Literacy IV,AEC,M.Ed,2,4,Batch-2,3,Theory,3,0,1,4,Dr. Anjali Thakur,8,,,Project (50%) + Presentation (30%) + Viva (20%)
203,MEDAE24CSBB2,Cyber Security Basics V,AEC,M.Ed,2,4,Batch-2,2,Theory,2,0,0,2,Dr. Rekha Singh,8,,,Practical (60%) + Theory (40%)
204,MEDVA24IKSB2,Indian Knowledge Systems,VAC,M.Ed,2,4,Batch-2,1,Theory,1,0,0,1,Dr. Pallavi Dixit,5,,,Continuous Assessment (40%) + End-term (60%)
205,MEDVA24CAIB2,Climate Action II,VAC,M.Ed,2,4,Batch-2,2,Theory,2,0,0,2,Prof. Ashish Yadav,8,Basic Climate,,Continuous Assessment (40%) + End-term (60%)
206,MEDVA24YAMB2,Yoga and Meditation III,VAC,M.Ed,2,4,Batch-2,1,Theory,1,0,0,1,Prof. Arun Kumar,5,,,Continuous Assessment (40%) + End-term (60%)
207,MEDVA24YAMB2,Yoga and Meditation IV,VAC,M.Ed,2,4,Batch-2,2,Theory,2,0,0,2,Dr. Divya Menon,10,Basic Yoga,,Continuous Assessment (40%) + End-term (60%)
208,MEDVA24IKSB2,Indian Knowledge Systems V,VAC,M.Ed,2,4,Batch-2,2,Theory,2,0,0,2,Dr. Anita Kulkarni,6,Basic Indian,,Project (50%) + Presentation (30%) + Viva (20%)
